prophage	host	active	MW_pvalue	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	host_len	host_mean_cov	host_median_cov	host_sd_cov
IndA_bin_056_k141_134775_fragment_1	IndA_bin_056_k141_134775	no	2.5378906146158596e-05	0.32190551494795516	1.123398152758093	1.9607623030409371	166845	17.85048398213911	17	6.345191474853028	165708	15.889721679098173	16.0	5.825960661529979
IndA_bin_030_k141_109789_fragment_1	IndA_bin_030_k141_109789	no	nan	0	0.0	-6.2992182586036485	15351	0	0	0.0	33387	6.2992182586036485	6	4.251621309519039
IndA_bin_049_k141_76301_fragment_5	IndA_bin_049_k141_76301	no	0.9072310652492267	0.03073248004018013	1.015238961224717	0.12240584920926167	63436	8.154833217731257	8.0	3.9548911286069126	271129	8.032427368521995	8	4.010807271660526
IndA_bin_040_k141_127077_fragment_1	IndA_bin_040_k141_127077	no	2.6939137949302952e-05	0	0.9369974315544829	-6.671641137583919	31635	99.22310731784415	98	16.935153805720983	13596	105.89474845542807	106.0	23.414282858609777
IndA_bin_045_k141_657_fragment_1	IndA_bin_045_k141_657	no	0.7165535458900898	0	0.9602028253753684	-0.4980441512085658	11867	12.016516389989045	12	4.807422021008808	56763	12.51456054119761	12	5.346047579544105
IndA_bin_040_k141_88952_fragment_1	IndA_bin_040_k141_88952	no	0.19841008001065616	0	0.9915991902997789	-0.5676534062101126	14366	67.00361965752471	67.0	14.708386671585629	18373	67.57127306373482	66	17.02297009578358
IndA_bin_011_k141_111653_fragment_1	IndA_bin_011_k141_111653	no	nan	0	0	0	13203	0	0	0.0	72685	0	0	0.0
IndA_bin_008_k141_140970_fragment_1	IndA_bin_008_k141_140970	no	4.047973897190634e-07	0.4171324561633887	4.777573316881722	1.4841953513103465	5378	1.8770918557084417	0.0	4.959830414976604	48089	0.3928965043980952	0	0.8485925091022045
IndA_bin_052_k141_39484_fragment_2	IndA_bin_052_k141_39484	no	0.32956608303189966	0	0.9873493675514762	-0.2645859178101553	10945	20.650251256281408	21	6.9813161903824055	311744	20.914837174091563	20.0	7.508629981444664
IndA_bin_011_k141_88809_fragment_1	IndA_bin_011_k141_88809	no	nan	0	0	0	28055	0	0	0.0	13269	0	0	0.0
IndA_bin_056_k141_70591_fragment_1	IndA_bin_056_k141_70591	no	1.4117938262667523e-25	0.5608433674841706	1.2618379975480316	5.729123540620403	42447	27.609536598581762	27	8.361818180786331	15010	21.88041305796136	20.0	11.780507397810707
IndA_bin_029_k141_6011_fragment_1	IndA_bin_029_k141_6011	no	0.2864108351399197	0	0.9120722604745838	-0.4409928807744459	6041	4.574408210561165	4	3.1225203011909777	19609	5.015401091335611	4	3.5333503811357176
IndA_bin_041_k141_21397_fragment_4	IndA_bin_041_k141_21397	no	1.6913682498030128e-17	0.7343956298520946	1.6580170685260158	2.0070248406483797	11569	5.057135448180483	5	2.973854973763039	74136	3.050110607532103	3.0	2.4685212869125426
IndA_bin_014_k141_42878_fragment_1	IndA_bin_014_k141_42878	no	0.0020587985401536502	0.18170745291956847	1.102310765282427	0.7884517445768857	46295	8.494891456960795	8	4.237567978197434	101107	7.70643971238391	7	4.438363064622319
IndA_bin_010_k141_142468_fragment_1	IndA_bin_010_k141_142468	no	3.2423228119533783e-26	0.79272752975929	1.1872951081241399	15.598392676936413	12033	98.88082772375967	99	17.963053807951745	84253	83.28243504682325	81	21.252923081104793
IndA_bin_048_k141_39343_fragment_2	IndA_bin_048_k141_39343	no	nan	0	0.0	-0.008843036109064112	7306	0	0.0	0.0	27140	0.008843036109064112	0.0	0.09362243204688253
IndA_bin_013_k141_39017_fragment_1	IndA_bin_013_k141_39017	no	0.7107555357106544	0.1296069905212238	1.0673548692534163	0.6123073776822032	6702	9.703073709340496	9.0	5.023643793886435	95520	9.090766331658292	9.0	4.404743305267928
IndA_bin_039_k141_437_fragment_1	IndA_bin_039_k141_437	no	0.04852668470349466	0	0.40651567726898485	-10.849034700580004	44617	7.431203352982047	7	4.056008827554251	5713	18.28023805356205	8	34.158845706483454
