prophage	host	active	MW_pvalue	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	host_len	host_mean_cov	host_median_cov	host_sd_cov
IndH_bin_062_k141_142597_fragment_2	IndH_bin_062_k141_142597	no	0.01923203409401098	0	0.10288947955071594	-0.058941735071624014	37278	0.006760019314340898	0.0	0.08194206229339387	68400	0.06570175438596491	0.0	0.3948293769848067
IndH_bin_070_k141_31192_fragment_3	IndH_bin_070_k141_31192	no	nan	0	0.0	-23.408355283405744	5555	0	0	0.0	250189	23.408355283405744	0	47.60645206733091
IndH_bin_037_k141_125351_fragment_3	IndH_bin_037_k141_125351	no	3.382075675733726e-30	0.7781550974796393	1.1396552301334044	13.124039957299914	45625	107.09860821917808	107	18.35642864963658	162946	93.97456826187816	94.0	15.22948971054449
IndH_bin_053_k141_104017_fragment_2	IndH_bin_053_k141_104017	no	nan	0	0	0	7827	0	0	0.0	177205	0	0	0.0
IndH_bin_046_k141_145976_fragment_1	IndH_bin_046_k141_145976	yes	1.663166018980809e-106	1.736914090706047	9.049605627076977	3.189790389823037	5293	3.5860570564897034	3	2.4691616897762447	127500	0.39626666666666666	0.0	0.8052848548113123
IndH_bin_053_k141_218729_fragment_1	IndH_bin_053_k141_218729	no	nan	0	0	0	10377	0	0	0.0	8155	0	0	0.0
IndH_bin_042_k141_229351_fragment_1	IndH_bin_042_k141_229351	no	nan	0	0	0	46507	0	0	0.0	47982	0	0.0	0.0
IndH_bin_064_k141_79697_fragment_1	IndH_bin_064_k141_79697	no	nan	0.23192018859703717	1.535152712603935	1.535152712603935	24294	1.535152712603935	0.0	9.361124616238202	23382	0	0.0	0.0
IndH_bin_053_k141_141562_fragment_2	IndH_bin_053_k141_141562	no	nan	0	0.0	-0.00775258580235406	8690	0	0.0	0.0	155561	0.00775258580235406	0	0.15663623015800773
IndH_bin_016_k141_176609_fragment_1	IndH_bin_016_k141_176609	no	nan	0	0.0	-0.03005950555180664	3418	0	0.0	0.0	179311	0.03005950555180664	0	0.5392103033005963
IndH_bin_081_k141_15299_fragment_2	IndH_bin_081_k141_15299	no	0.1977249792097335	0	0.9210183044745759	-0.7332338155012081	6007	8.550357915764941	8	3.884027178238101	27864	9.28359173126615	9.0	4.364568518741659
IndH_bin_073_k141_34816_fragment_3	IndH_bin_073_k141_34816	no	1.0	0	0.20859632723409938	-0.019279535448564356	48803	0.005081654816302276	0	0.07110509967288522	85628	0.024361190264866633	0.0	0.2093603715617232
IndH_bin_032_k141_217183_fragment_2	IndH_bin_032_k141_217183	no	nan	0	0	0	8437	0	0	0.0	101785	0	0	0.0
IndH_bin_058_k141_8537_fragment_2	IndH_bin_058_k141_8537	no	nan	0	0	0	54795	0	0	0.0	155688	0	0.0	0.0
IndH_bin_041_k141_157888_fragment_1	IndH_bin_041_k141_157888	no	0.0638132326200642	0	0.8894734032185626	-0.8699413566533334	22421	7.000936621916953	7	4.375112998825868	31265	7.870877978570286	7	3.7511587019138117
IndH_bin_058_k141_25974_fragment_1	IndH_bin_058_k141_25974	no	nan	0	0	0	36879	0	0	0.0	56229	0	0	0.0
IndH_bin_053_k141_34610_fragment_2	IndH_bin_053_k141_34610	no	nan	0	0	0	63486	0	0.0	0.0	92669	0	0	0.0
IndH_bin_004_k141_101920_fragment_1	IndH_bin_004_k141_101920	yes	7.136985366103646e-81	0.9046842607425615	8.192026870375601	34.58515704952814	6574	39.39397627015516	10.0	53.97798854011796	6826	4.808819220627014	5.0	3.047403484525339
IndH_bin_039_k141_65677_fragment_1	IndH_bin_039_k141_65677	no	0.1657271894020232	0.19753329654118407	1.079483726586359	2.578232165408103	11639	35.015465246155166	32	15.103091963508552	368323	32.43723308074706	31	10.611941871822216
IndH_bin_024_k141_145269_fragment_1	IndH_bin_024_k141_145269	no	nan	0	0	0	7707	0	0	0.0	86887	0	0	0.0
IndH_bin_071_k141_49372_fragment_1	IndH_bin_071_k141_49372	yes	1.6750690155134225e-57	1.2749473133052198	1.8130702882166485	25.358098136139862	34099	56.54617437461509	56	12.531901983303037	50001	31.18807623847523	39	25.182095755140548
IndH_bin_038_k141_104681_fragment_1	IndH_bin_038_k141_104681	no	nan	0	0	0	13183	0	0	0.0	10238	0	0.0	0.0
IndH_bin_052_k141_64925_fragment_1	IndH_bin_052_k141_64925	no	0.07242227228568256	0.0786558611048786	1.066199386286469	0.17688263761311118	8700	2.848850574712644	2.0	2.262776208120508	39173	2.6719679370995326	2	2.234770599452959
IndH_bin_056_k141_88360_fragment_2	IndH_bin_056_k141_88360	no	0.0037501268048700212	0.35631538362686455	8.893215461762546	0.12137659227253456	76517	0.13675392396460917	0	0.4657629341432343	52805	0.015377331692074614	0	0.12304940511547974
IndH_bin_038_k141_3083_fragment_2	IndH_bin_038_k141_3083	no	nan	0	0	0	17444	0	0.0	0.0	50986	0	0.0	0.0
IndH_bin_054_k141_103424_fragment_1	IndH_bin_054_k141_103424	no	1.5229648863123119e-46	0	0.6580107544938406	-7.559446335576421	51968	14.544893011083744	14.0	5.829402708041158	10255	22.104339346660165	22	7.945459421841782
IndH_bin_032_k141_1417_fragment_1	IndH_bin_032_k141_1417	no	nan	0	0	0	41185	0	0	0.0	40546	0	0.0	0.0
IndH_bin_076_k141_39772_fragment_1	IndH_bin_076_k141_39772	no	nan	0	0.0	-13.784691681482174	43368	0	0.0	0.0	10687	13.784691681482174	14	5.630187009391732
IndH_bin_032_k141_184674_fragment_1	IndH_bin_032_k141_184674	no	nan	0	0	0	7711	0	0	0.0	273156	0	0.0	0.0
IndH_bin_066_k141_79275_fragment_3	IndH_bin_066_k141_79275	no	0.8775125935754146	0	0.64696832014346	-0.004194616369211117	32392	0.007687083230427266	0.0	0.08733972451927559	54201	0.011881699599638383	0	0.10835470192433418
IndH_bin_020_k141_195579_fragment_1	IndH_bin_020_k141_195579	no	0.14562044098687957	0.14064170433487097	1.0812558501455947	0.4758104623487256	15788	6.331517608310109	6.0	3.525193123925912	128856	5.855707145961383	5.0	3.2348531745416973
IndH_bin_063_k141_132175_fragment_1	IndH_bin_063_k141_132175	no	nan	0	0	0	42203	0	0	0.0	22402	0	0.0	0.0
IndH_bin_066_k141_132567_fragment_1	IndH_bin_066_k141_132567	yes	2.1132842144821395e-69	0.8816793723762363	8.355424150840442	1.0269161536652733	4864	1.166529605263158	1.0	1.4678059307716953	83767	0.1396134515978846	0	0.747479594463409
IndH_bin_051_k141_59098_fragment_2	IndH_bin_051_k141_59098	yes	9.616984606041359e-59	1.1572004087189363	4.482028587850591	2.0018817825617026	73457	2.5768000326721756	2	2.2563983138600943	56575	0.5749182501104728	0	0.9455255748712732
IndH_bin_047_k141_46044_fragment_2	IndH_bin_047_k141_46044	no	nan	0	0	0	66911	0	0	0.0	31254	0	0.0	0.0
IndH_bin_054_k141_33594_fragment_1	IndH_bin_054_k141_33594	no	0.09153741386908913	0.10653684990895065	1.1908904166776275	0.15394008912190815	12264	0.9603718199608611	0.0	1.2772908693061777	27582	0.8064317308389529	0.0	1.595077120487279
IndH_bin_005_k141_103988_fragment_1	IndH_bin_005_k141_103988	no	0.03143235945635225	0.11772223618569548	1.0493883027697024	0.7000925036539876	10358	14.875362039003669	14.0	6.45165391314206	10481	14.175269535349681	14	5.3953173599392725
IndH_bin_010_k141_227684_fragment_2	IndH_bin_010_k141_227684	no	nan	0	0	0	33409	0	0	0.0	36923	0	0	0.0
IndH_bin_012_k141_138555_fragment_2	IndH_bin_012_k141_138555	no	0.03494365805784979	0.2344778006727165	1.1735560010084138	0.629114461505186	8261	4.253964411088246	4	2.607336981259276	249916	3.62484994958306	3.0	2.7566743503129794
IndH_bin_012_k141_138555_fragment_3	IndH_bin_012_k141_138555	no	3.635673698630648e-06	0.4113904557650631	1.3320182702629924	1.2035164102234623	6409	4.828366359806522	5	3.0850714555313914	249916	3.62484994958306	3.0	2.7566743503129794
IndH_bin_076_k141_139110_fragment_1	IndH_bin_076_k141_139110	no	nan	0	0	0	24919	0	0	0.0	2368	0	0.0	0.0
IndH_bin_012_k141_199953_fragment_1	IndH_bin_012_k141_199953	no	0.021818495328371046	0.2008611314761912	1.150147069708022	0.5471561438805459	7073	4.191290824261276	4	2.8542603188193767	54737	3.6441346803807297	3	2.5872988578805627
IndH_bin_047_k141_73289_fragment_1	IndH_bin_047_k141_73289	no	0.5464159702462864	0.0879132758244458	1.0448928215467705	0.33528798806211135	56829	7.803920533530416	7	3.8493350437676943	79286	7.468632545468305	7.0	3.7780303251730887
IndH_bin_061_k141_7637_fragment_1	IndH_bin_061_k141_7637	no	nan	0.1005086247468537	0.2017725258493353	0.2017725258493353	10155	0.2017725258493353	0	2.8390542929932834	39229	0	0	0.0
IndH_bin_081_k141_168555_fragment_1	IndH_bin_081_k141_168555	no	0.20312000191352347	0.1999132727793487	1.0917557710658594	0.8182287076653569	24846	9.735691861869114	9.0	4.115114014344233	88409	8.917463154203757	9	4.070601713014054
IndH_bin_070_k141_165181_fragment_1	IndH_bin_070_k141_165181	no	nan	0	0	0	4719	0	0	0.0	212403	0	0	0.0
IndH_bin_064_k141_89101_fragment_3	IndH_bin_064_k141_89101	no	0.00044717829543994725	0	0.05825164147846814	-0.3629472792048306	48775	0.022450025627883136	0	0.2288504284345808	154944	0.3853973048327137	0.0	1.507586300915672
IndH_bin_044_k141_124386_fragment_1	IndH_bin_044_k141_124386	no	1.1552324833813033e-77	0	0.2779671030099164	-5.043986579630303	45364	1.9418261176263116	0.0	4.691283933493653	65904	6.985812697256615	7.0	4.475676362845626
IndH_bin_078_k141_208788_fragment_1	IndH_bin_078_k141_208788	yes	4.1799596020758e-33	0.8267985953154907	1.8197457751152577	2.0254009789399023	9656	4.496168185584093	4.0	2.7486799849274597	36483	2.4707672066441906	2	2.108726905100588
IndH_bin_046_k141_226318_fragment_1	IndH_bin_046_k141_226318	no	0.004323377980222381	0.28466361853098043	1.7778121917075325	0.22831112143372473	5975	0.5218410041841004	0	0.9107199009705264	91173	0.29352988275037567	0	0.6761065705509631
IndH_bin_039_k141_15292_fragment_2	IndH_bin_039_k141_15292	no	0.16150627991090846	0.20702178654517997	1.08595173847335	2.4476164061759746	21849	30.924252826216303	29	13.45779718024082	103152	28.47663642004033	27.0	9.922391644011215
IndH_bin_011_k141_151965_fragment_1	IndH_bin_011_k141_151965	no	nan	0	0.0	-2.138202586423791	10353	0	0	0.0	39746	2.138202586423791	2.0	2.079014429648331
