prophage	host	active	MW_pvalue	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	host_len	host_mean_cov	host_median_cov	host_sd_cov
IndF_bin_033_k141_360099_fragment_2	IndF_bin_033_k141_360099	no	nan	0	0	0	32969	0	0	0.0	45410	0	0.0	0.0
IndF_bin_034_k141_29957_fragment_1	IndF_bin_034_k141_29957	no	1.9091234274559496e-05	0.31406687985745046	1.3540697016311811	0.47590298822346977	6811	1.819997063573631	2	1.5724928253405854	106808	1.3440940753501611	1.0	1.4558451801743213
IndF_bin_096_k141_435498_fragment_3	IndF_bin_096_k141_435498	no	0.01891994949580457	0	0.8578648982615922	-0.2922286411440729	5867	1.7637634225328107	2	1.5826247206507975	214709	2.0559920636768836	2	1.8399436265818025
IndF_bin_143_k141_497184_fragment_1	IndF_bin_143_k141_497184	no	8.706378357259271e-07	0	0.7985904776836406	-0.4823826566117051	11975	1.912651356993737	2	1.440097050746356	14700	2.395034013605442	2.0	1.9457405667294778
IndF_bin_040_k141_272122_fragment_1	IndF_bin_040_k141_272122	no	0.9599047125648577	0	0.8769579599209055	-0.031198342624066788	12898	0.22236005582260815	0.0	0.535349712395164	63863	0.25355839844667494	0	0.5923939419097227
IndF_bin_040_k141_272122_fragment_2	IndF_bin_040_k141_272122	no	0.41023492339595946	0	0.6714192587231145	-0.08331440651858835	10902	0.1702439919280866	0.0	0.3758642489970413	63863	0.25355839844667494	0	0.5923939419097227
IndF_bin_114_k141_485300_fragment_1	IndF_bin_114_k141_485300	no	2.911075759226036e-14	0	0.8966112921294377	-7.944476539657259	23460	68.89637681159421	68.0	14.584001010336612	29765	76.84085335125147	76	16.02348548734574
IndF_bin_030_k141_113638_fragment_1	IndF_bin_030_k141_113638	no	5.239525323411258e-70	0	0.03671669115532995	-37.01271585412504	7196	1.4107837687604226	1.0	1.7204861854492288	18562	38.423499622885465	37.0	33.92813839485111
IndF_bin_143_k141_525029_fragment_1	IndF_bin_143_k141_525029	no	0.4183398616585116	0	0.9428503347770263	-0.17828186294731596	34400	2.941279069767442	3.0	2.1399301976103784	32979	3.1195609327147578	3	2.389580877230324
IndF_bin_143_k141_525029_fragment_2	IndF_bin_143_k141_525029	no	0.17577287006607253	0	0.8836660050109957	-0.36291098591433224	6579	2.7566499468004255	3	1.861558297597018	32979	3.1195609327147578	3	2.389580877230324
